observation,data_marking,statistical_unit_eng,statistical_unit_cym,measure_type_eng,measure_type_cym,observation_type,empty,obs_type_value,unit_multiplier,unit_of_measure_eng,unit_of_measure_cym,confidentuality,empty1,geographic_area,empty2,empty3,time_dim_item_id,time_dim_item_label_eng,time_dim_item_label_cym,time_type,empty4,statistical_population_id,statistical_population_label_eng,statistical_population_label_cym,cdid,cdiddescrip,empty5,empty6,empty7,empty8,empty9,empty10,empty11,empty12,dim_id_1,dimension_label_eng_1,dimension_label_cym_1,dim_item_id_1,dimension_item_label_eng_1,dimension_item_label_cym_1,is_total_1,is_sub_total_1,dim_id_2,dimension_label_eng_2,dimension_label_cym_2,dim_item_id_2,dimension_item_label_eng_2,dimension_item_label_cym_2,is_total_2,is_sub_total_2,dim_id_3,dimension_label_eng_3,dimension_label_cym_3,dim_item_id_3,dimension_item_label_eng_3,dimension_item_label_cym_3,is_total_3,is_sub_total_3,dim_id_4,dimension_label_eng_4,dimension_label_cym_4,dim_item_id_4,dimension_item_label_eng_4,dimension_item_label_cym_4,is_total_4,is_sub_total_4,dim_id_5,dimension_label_eng_5,dimension_label_cym_5,dim_item_id_5,dimension_item_label_eng_5,dimension_item_label_cym_5,is_total_5,is_sub_total_5
23.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,23.61,23.61,,,,SIC 1,SIC 1,,Manufacture of concrete products for ,Manufacture of concrete products for ,,,,SIC 2,SIC 2,,construction purposes ,construction purposes ,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
23.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,23.62,23.62,,,,SIC 1,SIC 1,,Manufacture of plaster products for ,Manufacture of plaster products for ,,,,SIC 2,SIC 2,,construction purposes ,construction purposes ,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
23.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,23.63,23.63,,,,SIC 1,SIC 1,,Manufacture of ready-mixed concrete ,Manufacture of ready-mixed concrete ,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
23.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,23.64,23.64,,,,SIC 1,SIC 1,,Manufacture of mortars,Manufacture of mortars,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
23.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,23.65,23.65,,,,SIC 1,SIC 1,,Manufacture of fibre cement ,Manufacture of fibre cement ,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
23.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,23.69,23.69,,,,SIC 1,SIC 1,,"Manufacture of other articles of concrete, ","Manufacture of other articles of concrete, ",,,,SIC 2,SIC 2,,plaster and cement ,plaster and cement ,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,23.7,23.7,,,,SIC 1,SIC 1,,"Cutting, shaping and finishing of stone ","Cutting, shaping and finishing of stone ",,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,23.9,23.9,,,,SIC 1,SIC 1,,Manufacture of abrasive products and ,Manufacture of abrasive products and ,,,,SIC 2,SIC 2,,non-metallic mineral products n.e.c.,non-metallic mineral products n.e.c.,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
23.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,23.91,23.91,,,,SIC 1,SIC 1,,Production of abrasive products ,Production of abrasive products ,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
23.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,23.99,23.99,,,,SIC 1,SIC 1,,Manufacture of other non-metallic mineral ,Manufacture of other non-metallic mineral ,,,,SIC 2,SIC 2,,products n.e.c. ,products n.e.c. ,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,24,24,,,,SIC 1,SIC 1,,Manufacture basic metals ,Manufacture basic metals ,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,24.1,24.1,,,,SIC 1,SIC 1,,Manufacture of basic iron and steel and of ,Manufacture of basic iron and steel and of ,,,,SIC 2,SIC 2,, ferro-alloys, ferro-alloys,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,24.2,24.2,,,,SIC 1,SIC 1,,"Manufacture of tubes, pipes, hollow profiles","Manufacture of tubes, pipes, hollow profiles",,,,SIC 2,SIC 2,,"and related fitting, of steel ","and related fitting, of steel ",,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,24.3,24.3,,,,SIC 1,SIC 1,,Manufacture of other products of first ,Manufacture of other products of first ,,,,SIC 2,SIC 2,,processing of steel ,processing of steel ,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
24.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,24.31,24.31,,,,SIC 1,SIC 1,,Cold drawing of bars ,Cold drawing of bars ,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
24.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,24.32,24.32,,,,SIC 1,SIC 1,,Cold rolling of narrow strip ,Cold rolling of narrow strip ,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
24.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,24.33,24.33,,,,SIC 1,SIC 1,,Cold forming or folding ,Cold forming or folding ,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
24.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,24.34,24.34,,,,SIC 1,SIC 1,,Cold drawing of wire ,Cold drawing of wire ,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,24.4,24.4,,,,SIC 1,SIC 1,,Manufacture of basic precious and other ,Manufacture of basic precious and other ,,,,SIC 2,SIC 2,,non-ferrous metals ,non-ferrous metals ,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
24.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,24.41,24.41,,,,SIC 1,SIC 1,,Precious metals production ,Precious metals production ,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
24.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,24.42,24.42,,,,SIC 1,SIC 1,,Aluminium production ,Aluminium production ,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
24.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,24.43,24.43,,,,SIC 1,SIC 1,,"Lead, zinc, and tin production ","Lead, zinc, and tin production ",,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
24.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,24.44,24.44,,,,SIC 1,SIC 1,,Copper production ,Copper production ,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
24.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,24.45,24.45,,,,SIC 1,SIC 1,,Other non-ferrous metal production ,Other non-ferrous metal production ,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
24.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,24.46,24.46,,,,SIC 1,SIC 1,,Processing of nuclear fuel ,Processing of nuclear fuel ,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,24.5,24.5,,,,SIC 1,SIC 1,,Casting of metals ,Casting of metals ,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
24.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,24.51,24.51,,,,SIC 1,SIC 1,,Casting of iron ,Casting of iron ,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
24.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,24.52,24.52,,,,SIC 1,SIC 1,,Casting of steel ,Casting of steel ,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
24.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,24.53,24.53,,,,SIC 1,SIC 1,,Casting of light metals ,Casting of light metals ,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
24.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,24.54,24.54,,,,SIC 1,SIC 1,,Casting of other non-ferrous metals ,Casting of other non-ferrous metals ,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,25,25,,,,SIC 1,SIC 1,,"Manufacture of fabricated metal products, ","Manufacture of fabricated metal products, ",,,,SIC 2,SIC 2,,except machinery and equipment ,except machinery and equipment ,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,25.1,25.1,,,,SIC 1,SIC 1,,Manufacture of structural metal products ,Manufacture of structural metal products ,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
25.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,25.11,25.11,,,,SIC 1,SIC 1,,Manufacture of metal structures and parts,Manufacture of metal structures and parts,,,,SIC 2,SIC 2,,of structures ,of structures ,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
25.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,25.12,25.12,,,,SIC 1,SIC 1,,Manufacture of doors and windows of metal,Manufacture of doors and windows of metal,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,25.2,25.2,,,,SIC 1,SIC 1,,"Manufacture of tanks, reservoirs and ","Manufacture of tanks, reservoirs and ",,,,SIC 2,SIC 2,,containers of metal ,containers of metal ,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
25.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,25.21,25.21,,,,SIC 1,SIC 1,,Manufacture of central heating radiators  ,Manufacture of central heating radiators  ,,,,SIC 2,SIC 2,,and boilers ,and boilers ,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
25.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,25.29,25.29,,,,SIC 1,SIC 1,,"Manufacture of other tanks, reservoirs ","Manufacture of other tanks, reservoirs ",,,,SIC 2,SIC 2,,and containers of metal ,and containers of metal ,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,25.3,25.3,,,,SIC 1,SIC 1,,"Manufacture of steam generators, except ","Manufacture of steam generators, except ",,,,SIC 2,SIC 2,,central heating hot water boilers ,central heating hot water boilers ,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,25.4,25.4,,,,SIC 1,SIC 1,,Manufacture of weapons and ammunition ,Manufacture of weapons and ammunition ,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,25.5,25.5,,,,SIC 1,SIC 1,,"Forging, pressing, stamping  and ","Forging, pressing, stamping  and ",,,,SIC 2,SIC 2,,roll-forming of metal; powder metallurgy ,roll-forming of metal; powder metallurgy ,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,25.6,25.6,,,,SIC 1,SIC 1,,Treatment and coating of metals; machining,Treatment and coating of metals; machining,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
25.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,25.61,25.61,,,,SIC 1,SIC 1,,Treatment and coating of metals ,Treatment and coating of metals ,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
25.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,25.62,25.62,,,,SIC 1,SIC 1,,Machining ,Machining ,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,25.7,25.7,,,,SIC 1,SIC 1,,"Manufacture of cutlery, tools and general ","Manufacture of cutlery, tools and general ",,,,SIC 2,SIC 2,,hardware ,hardware ,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
25.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,25.71,25.71,,,,SIC 1,SIC 1,,Manufacture of cutlery ,Manufacture of cutlery ,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
25.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,25.72,25.72,,,,SIC 1,SIC 1,,Manufacture of locks and hinges ,Manufacture of locks and hinges ,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
25.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,25.73,25.73,,,,SIC 1,SIC 1,,Manufacture of tools,Manufacture of tools,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,25.9,25.9,,,,SIC 1,SIC 1,,Manufacture of other fabricated metal ,Manufacture of other fabricated metal ,,,,SIC 2,SIC 2,,products ,products ,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
25.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,25.91,25.91,,,,SIC 1,SIC 1,,Manufacture of steel drum and ,Manufacture of steel drum and ,,,,SIC 2,SIC 2,,similar containers,similar containers,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
25.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,25.92,25.92,,,,SIC 1,SIC 1,,Manufacture of light metal packaging ,Manufacture of light metal packaging ,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
25.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,25.93,25.93,,,,SIC 1,SIC 1,,"Manufacture of wire products, chain ","Manufacture of wire products, chain ",,,,SIC 2,SIC 2,,and springs ,and springs ,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
25.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,25.94,25.94,,,,SIC 1,SIC 1,,Manufacture of fasteners and screw ,Manufacture of fasteners and screw ,,,,SIC 2,SIC 2,,machine products ,machine products ,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
25.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,25.99,25.99,,,,SIC 1,SIC 1,,Manufacture of other fabricated metal ,Manufacture of other fabricated metal ,,,,SIC 2,SIC 2,,products n.e.c.,products n.e.c.,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,26,26,,,,SIC 1,SIC 1,,"Manufacture of computer, electronic and ","Manufacture of computer, electronic and ",,,,SIC 2,SIC 2,,optical products ,optical products ,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,26.1,26.1,,,,SIC 1,SIC 1,,Manufacture of electronic components and ,Manufacture of electronic components and ,,,,SIC 2,SIC 2,,boards ,boards ,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
26.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,26.11,26.11,,,,SIC 1,SIC 1,,Manufacture of electronic components ,Manufacture of electronic components ,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
26.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,26.12,26.12,,,,SIC 1,SIC 1,,Manufacture of loaded electronic boards ,Manufacture of loaded electronic boards ,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,26.2,26.2,,,,SIC 1,SIC 1,,Manufacture of computers and peripheral ,Manufacture of computers and peripheral ,,,,SIC 2,SIC 2,,equipment ,equipment ,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,26.3,26.3,,,,SIC 1,SIC 1,,Manufacture of communication equipment ,Manufacture of communication equipment ,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
26.30,/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,26.30/1,26.30/1,,,,SIC 1,SIC 1,,Manufacture of telegraph and telephone,Manufacture of telegraph and telephone,,,,SIC 2,SIC 2,,apparatus and equipment ,apparatus and equipment ,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
26.30,/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,26.30/9,26.30/9,,,,SIC 1,SIC 1,,Manufacture of communication equipment ,Manufacture of communication equipment ,,,,SIC 2,SIC 2,,(other than telegraph and telephone ,(other than telegraph and telephone ,,,,SIC 3,SIC 3,,apparatus and equipment) ,apparatus and equipment) ,,,,SIC 4,SIC 4,,,,,,
26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,26.4,26.4,,,,SIC 1,SIC 1,,Manufacture of consumer electronics,Manufacture of consumer electronics,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,26.5,26.5,,,,SIC 1,SIC 1,,Manufacture of instruments and appliances ,Manufacture of instruments and appliances ,,,,SIC 2,SIC 2,,"for measuring, testing and navigation; ","for measuring, testing and navigation; ",,,,SIC 3,SIC 3,,watches and clocks ,watches and clocks ,,,,SIC 4,SIC 4,,,,,,
26.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,26.51,26.51,,,,SIC 1,SIC 1,,Manufacture of instruments and appliances ,Manufacture of instruments and appliances ,,,,SIC 2,SIC 2,,"for measuring, testing and navigation ","for measuring, testing and navigation ",,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
26.51,/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,26.51/1,26.51/1,,,,SIC 1,SIC 1,,Manufacture of electronic instruments and ,Manufacture of electronic instruments and ,,,,SIC 2,SIC 2,,"appliances for measuring, testing, and ","appliances for measuring, testing, and ",,,,SIC 3,SIC 3,,"navigation, except industrial process control ","navigation, except industrial process control ",,,,SIC 4,SIC 4,,,,,,
26.51,/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,26.51/2,26.51/2,,,,SIC 1,SIC 1,,Manufacture of electronic industrial process,Manufacture of electronic industrial process,,,,SIC 2,SIC 2,,control equipment ,control equipment ,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
26.51,/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,26.51/3,26.51/3,,,,SIC 1,SIC 1,,Manufacture of non-electronic instruments ,Manufacture of non-electronic instruments ,,,,SIC 2,SIC 2,,"and appliances for measuring, testing and ","and appliances for measuring, testing and ",,,,SIC 3,SIC 3,,navigation except industrial process control ,navigation except industrial process control ,,,,SIC 4,SIC 4,,,,,,
26.51,/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,26.51/4,26.51/4,,,,SIC 1,SIC 1,,Manufacture of non-electronic industrial ,Manufacture of non-electronic industrial ,,,,SIC 2,SIC 2,,process control equipment ,process control equipment ,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
26.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,26.52,26.52,,,,SIC 1,SIC 1,,Manufacture of watches and clocks ,Manufacture of watches and clocks ,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,26.6,26.6,,,,SIC 1,SIC 1,,"Manufacture of irradiation, electromedical","Manufacture of irradiation, electromedical",,,,SIC 2,SIC 2,,and electrotherapeutic equipment ,and electrotherapeutic equipment ,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,26.7,26.7,,,,SIC 1,SIC 1,,Manufacture of optical instruments and ,Manufacture of optical instruments and ,,,,SIC 2,SIC 2,,photographic equipment ,photographic equipment ,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
26.70,/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,26.70/1,26.70/1,,,,SIC 1,SIC 1,,Manufacture of optical precision ,Manufacture of optical precision ,,,,SIC 2,SIC 2,,instruments ,instruments ,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
26.70,/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,26.70/2,26.70/2,,,,SIC 1,SIC 1,,Manufacture of photographic and ,Manufacture of photographic and ,,,,SIC 2,SIC 2,,cinematographic equipment ,cinematographic equipment ,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,26.8,26.8,,,,SIC 1,SIC 1,,Manufacture of magnetic and optical media ,Manufacture of magnetic and optical media ,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,27,27,,,,SIC 1,SIC 1,,Manufacture of electrical equipment ,Manufacture of electrical equipment ,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,27.1,27.1,,,,SIC 1,SIC 1,,"Manufacture of electric motors, generators,","Manufacture of electric motors, generators,",,,,SIC 2,SIC 2,,transformers and electricity distribution and ,transformers and electricity distribution and ,,,,SIC 3,SIC 3,,control apparatus ,control apparatus ,,,,SIC 4,SIC 4,,,,,,
27.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,27.11,27.11,,,,SIC 1,SIC 1,,"Manufacture of electric motors, generators","Manufacture of electric motors, generators",,,,SIC 2,SIC 2,,and transformers,and transformers,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
27.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,27.12,27.12,,,,SIC 1,SIC 1,,Manufacture of electricity distribution and ,Manufacture of electricity distribution and ,,,,SIC 2,SIC 2,,control apparatus ,control apparatus ,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SICABS01,SICABS01,,27.2,27.2,,,,SIC 1,SIC 1,,Manufacture of batteries and accumulators ,Manufacture of batteries and accumulators ,,,,SIC 2,SIC 2,,,,,,,SIC 3,SIC 3,,,,,,,SIC 4,SIC 4,,,,,,
